Order ID,Order Date,Region,Category,Sub-Category,Segment,Sales,Quantity,Discount,Profit
CA-2024-1062,2024-03-06,Central,Furniture,Chairs,Consumer,2248.75,8,0.0,544.08
CA-2024-1284,2024-03-06,South,Furniture,Tables,Home Office,2599.36,6,0.1,478.47
CA-2024-1113,2024-03-07,West,Technology,Machines,Consumer,5551.91,9,0.0,1402.68
CA-2024-1454,2024-03-07,West,Technology,Copiers,Consumer,6374.44,8,0.0,1874.8
CA-2024-1161,2024-03-10,West,Office Supplies,Storage,Home Office,164.1,2,0.05,25.31
CA-2024-1395,2024-03-14,South,Office Supplies,Binders,Consumer,577.99,5,0.1,17.99
CA-2024-1182,2024-03-17,West,Furniture,Bookcases,Consumer,1445.79,3,0.0,332.7
CA-2024-1172,2024-03-19,East,Office Supplies,Appliances,Consumer,226.24,9,0.2,-12.91
CA-2024-1040,2024-03-20,West,Furniture,Chairs,Home Office,1622.8,6,0.15,-11.15
CA-2024-1084,2024-03-24,East,Technology,Machines,Corporate,806.29,8,0.0,235.4
CA-2024-1406,2024-03-24,West,Office Supplies,Storage,Corporate,212.04,7,0.05,28.41
CA-2024-1472,2024-03-24,Central,Technology,Machines,Consumer,144.94,1,0.0,33.92
CA-2024-1216,2024-03-25,West,Technology,Accessories,Corporate,851.16,4,0.1,111.31
CA-2024-1160,2024-03-26,South,Technology,Machines,Corporate,5467.57,7,0.0,1830.88
CA-2024-1190,2024-03-27,East,Office Supplies,Binders,Consumer,384.48,6,0.05,94.2
CA-2024-1101,2024-03-27,West,Office Supplies,Binders,Corporate,123.61,1,0.1,11.79
CA-2024-1033,2024-03-28,Central,Furniture,Tables,Consumer,801.99,9,0.15,117.59
CA-2024-1340,2024-03-29,Central,Technology,Accessories,Home Office,3628.41,6,0.0,864.81
CA-2024-1378,2024-03-30,West,Furniture,Tables,Corporate,3317.67,10,0.05,949.3
CA-2024-1162,2024-04-01,Central,Technology,Machines,Corporate,3287.83,10,0.15,-70.78
CA-2024-1207,2024-04-02,West,Office Supplies,Appliances,Home Office,196.68,9,0.15,26.7
CA-2024-1458,2024-04-02,South,Furniture,Bookcases,Home Office,630.56,2,0.05,166.25
CA-2024-1241,2024-04-04,East,Technology,Phones,Corporate,3636.56,9,0.1,512.19
CA-2024-1117,2024-04-07,East,Office Supplies,Appliances,Corporate,259.31,4,0.05,28.27
CA-2024-1301,2024-04-08,Central,Furniture,Furnishings,Corporate,1006.78,5,0.0,268.75
CA-2024-1107,2024-04-09,East,Technology,Accessories,Corporate,3894.13,6,0.15,340.61
CA-2024-1010,2024-04-14,South,Office Supplies,Art,Home Office,256.37,3,0.0,76.76
CA-2024-1443,2024-04-14,East,Office Supplies,Art,Corporate,331.88,8,0.1,35.36
CA-2024-1490,2024-04-14,Central,Furniture,Chairs,Home Office,1331.39,7,0.0,289.58
CA-2024-1232,2024-04-15,Central,Furniture,Chairs,Corporate,2129.29,10,0.0,680.46
CA-2024-1129,2024-04-15,South,Furniture,Chairs,Consumer,503.43,2,0.2,19.14
CA-2024-1494,2024-04-16,West,Furniture,Tables,Consumer,1701.25,6,0.0,334.46
CA-2024-1475,2024-04-16,West,Furniture,Tables,Consumer,367.6,2,0.1,81.7
CA-2024-1248,2024-04-17,West,Office Supplies,Paper,Home Office,74.79,4,0.05,19.41
CA-2024-1305,2024-04-18,East,Furniture,Furnishings,Consumer,257.16,2,0.2,17.02
CA-2024-1253,2024-04-19,Central,Technology,Copiers,Corporate,3742.85,10,0.15,-34.02
CA-2024-1302,2024-04-22,East,Technology,Phones,Corporate,951.5,6,0.05,171.63
CA-2024-1103,2024-04-24,Central,Furniture,Bookcases,Consumer,425.61,2,0.0,121.25
CA-2024-1078,2024-04-24,South,Furniture,Bookcases,Consumer,1003.52,5,0.15,57.75
CA-2024-1057,2024-04-26,Central,Furniture,Furnishings,Consumer,509.96,1,0.15,51.01
CA-2024-1086,2024-04-28,South,Furniture,Bookcases,Corporate,1108.81,4,0.05,212.5
CA-2024-1045,2024-04-29,East,Furniture,Furnishings,Home Office,912.2,3,0.15,33.79
CA-2024-1020,2024-04-29,South,Office Supplies,Appliances,Consumer,417.21,7,0.0,96.88
CA-2024-1188,2024-04-30,West,Office Supplies,Storage,Home Office,386.19,5,0.15,44.13
CA-2024-1372,2024-05-04,South,Furniture,Bookcases,Home Office,1091.17,7,0.15,125.79
CA-2024-1423,2024-05-05,South,Furniture,Chairs,Home Office,3389.04,8,0.0,673.52
CA-2024-1373,2024-05-09,South,Technology,Phones,Home Office,3361.56,10,0.15,310.18
CA-2024-1016,2024-05-12,West,Office Supplies,Binders,Home Office,163.78,2,0.2,16.27
CA-2024-1421,2024-05-13,Central,Technology,Copiers,Corporate,610.2,8,0.1,46.37
CA-2024-1357,2024-05-14,East,Technology,Machines,Consumer,4030.94,6,0.15,243.51
CA-2024-1032,2024-05-15,Central,Furniture,Tables,Home Office,1668.57,5,0.2,-135.46
CA-2024-1259,2024-05-16,Central,Furniture,Chairs,Home Office,2251.55,9,0.15,-16.11
CA-2024-1167,2024-05-17,Central,Furniture,Tables,Home Office,548.1,4,0.0,160.41
CA-2024-1289,2024-05-23,West,Office Supplies,Paper,Consumer,249.99,6,0.1,26.09
CA-2024-1180,2024-05-25,East,Furniture,Bookcases,Consumer,2174.01,9,0.05,606.65
CA-2024-1291,2024-05-26,Central,Furniture,Furnishings,Consumer,2275.58,10,0.0,602.53
CA-2024-1049,2024-05-31,South,Furniture,Bookcases,Home Office,1808.56,7,0.2,148.84
CA-2024-1250,2024-06-02,South,Office Supplies,Art,Home Office,681.84,7,0.1,131.23
CA-2024-1435,2024-06-04,West,Office Supplies,Paper,Consumer,602.49,7,0.2,30.94
CA-2024-1026,2024-06-04,East,Office Supplies,Appliances,Consumer,167.25,2,0.2,-7.18
CA-2024-1292,2024-06-05,East,Office Supplies,Binders,Home Office,16.44,1,0.0,3.66
CA-2024-1132,2024-06-06,West,Technology,Phones,Home Office,1060.96,4,0.2,77.46
CA-2024-1265,2024-06-07,South,Technology,Copiers,Home Office,292.01,2,0.1,30.19
CA-2024-1424,2024-06-08,East,Technology,Accessories,Home Office,167.17,1,0.1,22.29
CA-2024-1442,2024-06-09,Central,Technology,Machines,Consumer,2994.6,5,0.1,668.43
CA-2024-1341,2024-06-11,Central,Furniture,Furnishings,Consumer,1060.19,3,0.0,339.54
CA-2024-1361,2024-06-16,Central,Technology,Machines,Corporate,2909.17,10,0.1,286.69
CA-2024-1299,2024-06-16,West,Furniture,Chairs,Consumer,1958.91,7,0.15,168.77
CA-2024-1063,2024-06-18,East,Technology,Copiers,Home Office,2978.57,5,0.1,348.83
CA-2024-1484,2024-06-20,South,Office Supplies,Appliances,Consumer,353.05,8,0.2,13.48
CA-2024-1155,2024-06-22,Central,Office Supplies,Binders,Consumer,104.06,9,0.1,21.3
CA-2024-1464,2024-06-23,East,Furniture,Furnishings,Consumer,835.26,3,0.0,269.66
CA-2024-1482,2024-06-27,East,Office Supplies,Appliances,Consumer,174.98,3,0.05,15.77
CA-2024-1470,2024-06-28,Central,Office Supplies,Storage,Home Office,138.35,5,0.05,15.51
CA-2024-1230,2024-06-28,West,Furniture,Furnishings,Consumer,3118.26,9,0.05,890.25
CA-2024-1092,2024-06-30,Central,Office Supplies,Binders,Home Office,548.19,7,0.0,141.54
CA-2024-1389,2024-06-30,South,Office Supplies,Art,Home Office,99.62,5,0.2,-1.38
CA-2024-1224,2024-06-30,South,Furniture,Bookcases,Corporate,2138.45,6,0.0,362.94
CA-2024-1069,2024-07-02,West,Technology,Machines,Home Office,707.39,3,0.0,244.28
CA-2024-1039,2024-07-03,South,Furniture,Bookcases,Home Office,3511.2,6,0.0,1202.61
CA-2024-1029,2024-07-04,West,Technology,Copiers,Consumer,975.4,4,0.1,200.79
CA-2024-1088,2024-07-05,East,Office Supplies,Art,Corporate,502.48,8,0.0,169.12
CA-2024-1414,2024-07-05,Central,Technology,Phones,Consumer,2432.61,4,0.0,798.92
CA-2024-1466,2024-07-06,Central,Furniture,Bookcases,Corporate,812.59,4,0.2,-47.83
CA-2024-1017,2024-07-06,South,Technology,Machines,Consumer,1035.08,4,0.15,59.64
CA-2024-1102,2024-07-06,East,Furniture,Tables,Consumer,1275.82,6,0.1,271.51
CA-2024-1310,2024-07-10,East,Furniture,Tables,Home Office,265.58,1,0.05,49.65
CA-2024-1030,2024-07-10,East,Furniture,Bookcases,Corporate,2265.97,5,0.1,370.65
CA-2024-1077,2024-07-11,South,Furniture,Tables,Consumer,791.58,4,0.15,-14.31
CA-2024-1176,2024-07-12,South,Office Supplies,Binders,Home Office,521.29,5,0.15,55.78
CA-2024-1387,2024-07-14,Central,Technology,Copiers,Home Office,3113.6,6,0.15,37.18
CA-2024-1476,2024-07-16,West,Furniture,Tables,Home Office,3773.34,9,0.0,1235.78
CA-2024-1410,2024-07-16,South,Technology,Phones,Home Office,1127.23,2,0.0,299.98
CA-2024-1068,2024-07-17,Central,Office Supplies,Appliances,Corporate,271.18,6,0.0,47.22
CA-2024-1492,2024-07-17,East,Office Supplies,Paper,Corporate,327.96,5,0.0,96.83
CA-2024-1491,2024-07-17,Central,Technology,Copiers,Corporate,1668.66,6,0.2,92.07
CA-2024-1034,2024-07-19,Central,Technology,Phones,Home Office,489.52,3,0.05,122.0
CA-2024-1183,2024-07-20,East,Office Supplies,Appliances,Corporate,434.9,5,0.0,137.02
CA-2024-1376,2024-07-25,South,Furniture,Bookcases,Consumer,5671.86,10,0.0,1383.13
CA-2024-1119,2024-07-29,West,Furniture,Tables,Home Office,2748.64,9,0.0,929.66
CA-2024-1187,2024-07-30,South,Office Supplies,Appliances,Home Office,495.58,5,0.05,141.73
CA-2024-1264,2024-08-01,East,Furniture,Furnishings,Consumer,196.84,1,0.2,3.45
CA-2024-1099,2024-08-02,Central,Office Supplies,Art,Consumer,122.77,1,0.1,22.73
CA-2024-1412,2024-08-03,East,Furniture,Bookcases,Home Office,1507.94,6,0.2,-61.47
CA-2024-1455,2024-08-04,Central,Furniture,Bookcases,Home Office,172.59,1,0.05,24.31
CA-2024-1268,2024-08-06,East,Technology,Accessories,Consumer,1524.86,6,0.1,260.46
CA-2024-1333,2024-08-07,West,Technology,Copiers,Home Office,3538.58,9,0.2,353.33
CA-2024-1499,2024-08-12,South,Office Supplies,Art,Home Office,586.85,9,0.0,103.54
CA-2024-1060,2024-08-12,West,Furniture,Chairs,Corporate,1324.45,7,0.05,339.21
CA-2024-1385,2024-08-15,East,Furniture,Furnishings,Home Office,387.03,3,0.15,35.31
CA-2024-1134,2024-08-16,South,Office Supplies,Art,Home Office,672.8,8,0.15,63.85
CA-2024-1137,2024-08-17,South,Office Supplies,Appliances,Corporate,988.32,9,0.2,24.05
CA-2024-1181,2024-08-20,East,Office Supplies,Art,Consumer,801.17,6,0.0,225.01
CA-2024-1355,2024-08-20,West,Technology,Copiers,Home Office,1181.48,10,0.1,240.43
CA-2024-1405,2024-08-22,West,Office Supplies,Binders,Home Office,68.34,1,0.15,1.91
CA-2024-1287,2024-08-23,Central,Technology,Accessories,Corporate,1166.09,2,0.0,188.42
CA-2024-1222,2024-08-24,West,Office Supplies,Binders,Consumer,509.54,9,0.0,173.96
CA-2024-1074,2024-08-25,South,Furniture,Furnishings,Corporate,910.81,7,0.0,154.7
CA-2024-1131,2024-08-26,East,Furniture,Chairs,Corporate,3372.15,7,0.1,250.6
CA-2024-1003,2024-08-26,East,Office Supplies,Art,Corporate,129.41,5,0.2,-0.71
CA-2024-1416,2024-08-26,South,Technology,Machines,Consumer,2072.92,5,0.0,519.13
CA-2024-1296,2024-08-28,South,Office Supplies,Paper,Corporate,553.72,8,0.2,38.31
CA-2024-1218,2024-08-28,West,Furniture,Bookcases,Home Office,963.71,3,0.15,37.47
CA-2024-1300,2024-08-29,South,Office Supplies,Paper,Consumer,431.48,10,0.0,87.24
CA-2024-1116,2024-09-03,Central,Office Supplies,Appliances,Corporate,214.96,9,0.0,62.41
CA-2024-1140,2024-09-04,Central,Furniture,Furnishings,Home Office,213.86,1,0.2,4.62
CA-2024-1217,2024-09-04,Central,Furniture,Tables,Home Office,1029.78,6,0.0,199.99
CA-2024-1061,2024-09-06,Central,Technology,Phones,Home Office,1261.39,2,0.2,-5.45
CA-2024-1457,2024-09-12,Central,Furniture,Chairs,Home Office,1528.44,4,0.1,284.38
CA-2024-1338,2024-09-15,East,Furniture,Furnishings,Home Office,3776.35,7,0.0,603.68
CA-2024-1288,2024-09-18,West,Technology,Copiers,Corporate,3026.89,10,0.0,526.34
CA-2024-1459,2024-09-19,South,Office Supplies,Storage,Home Office,310.46,10,0.05,42.11
CA-2024-1428,2024-09-21,East,Technology,Phones,Corporate,7119.82,10,0.0,1200.67
CA-2024-1280,2024-09-22,East,Office Supplies,Paper,Corporate,189.45,8,0.2,-12.38
CA-2024-1463,2024-09-24,West,Office Supplies,Binders,Corporate,159.94,3,0.0,31.9
CA-2024-1239,2024-09-25,South,Furniture,Tables,Consumer,547.01,5,0.2,-7.66
CA-2024-1245,2024-09-27,South,Furniture,Chairs,Corporate,1792.62,7,0.2,133.92
CA-2024-1371,2024-09-28,Central,Technology,Machines,Corporate,624.43,5,0.15,31.32
CA-2024-1471,2024-09-29,Central,Furniture,Furnishings,Home Office,1408.6,8,0.0,217.52
CA-2024-1055,2024-09-29,South,Office Supplies,Paper,Consumer,925.38,9,0.0,154.34
CA-2024-1486,2024-09-30,South,Office Supplies,Art,Home Office,1104.98,10,0.0,168.64
CA-2024-1276,2024-10-02,West,Furniture,Tables,Corporate,922.56,5,0.15,102.16
CA-2024-1274,2024-10-03,West,Office Supplies,Binders,Consumer,574.24,8,0.0,86.21
CA-2024-1189,2024-10-06,East,Office Supplies,Art,Home Office,842.41,10,0.2,-70.5
CA-2024-1477,2024-10-10,West,Office Supplies,Paper,Consumer,643.0,7,0.0,147.35
CA-2024-1238,2024-10-11,Central,Office Supplies,Art,Consumer,239.25,5,0.2,23.5
CA-2024-1202,2024-10-16,East,Furniture,Tables,Home Office,1478.19,7,0.2,-104.84
CA-2024-1487,2024-10-16,West,Technology,Copiers,Corporate,481.77,1,0.0,107.83
CA-2024-1286,2024-10-17,South,Furniture,Furnishings,Consumer,1933.74,9,0.1,255.76
CA-2024-1279,2024-10-18,South,Furniture,Tables,Consumer,312.71,3,0.0,74.43
CA-2024-1174,2024-10-18,West,Office Supplies,Appliances,Home Office,276.0,3,0.1,48.06
CA-2024-1496,2024-10-19,West,Office Supplies,Appliances,Home Office,104.93,5,0.0,16.91
CA-2024-1227,2024-10-19,Central,Office Supplies,Storage,Corporate,256.1,8,0.05,59.94
CA-2024-1460,2024-10-22,Central,Furniture,Bookcases,Home Office,3433.41,7,0.0,1028.58
CA-2024-1409,2024-10-23,East,Office Supplies,Storage,Corporate,1141.78,9,0.0,215.64
CA-2024-1346,2024-10-24,South,Office Supplies,Binders,Consumer,256.95,3,0.1,56.17
CA-2024-1429,2024-10-26,West,Office Supplies,Paper,Home Office,678.32,7,0.1,78.54
CA-2024-1204,2024-10-31,West,Office Supplies,Appliances,Corporate,383.29,6,0.15,0.74
CA-2024-1420,2024-10-31,East,Office Supplies,Storage,Corporate,146.28,7,0.0,29.3
CA-2024-1091,2024-11-01,East,Furniture,Chairs,Corporate,1753.81,3,0.0,506.05
CA-2024-1437,2024-11-02,South,Technology,Copiers,Home Office,5331.21,9,0.0,1674.24
CA-2024-1293,2024-11-02,West,Technology,Accessories,Home Office,2181.88,7,0.0,445.65
CA-2024-1411,2024-11-02,East,Furniture,Bookcases,Home Office,539.62,4,0.0,133.38
CA-2024-1381,2024-11-03,South,Office Supplies,Appliances,Home Office,521.46,6,0.15,-15.41
CA-2024-1141,2024-11-03,Central,Furniture,Bookcases,Home Office,1126.01,10,0.2,105.11
CA-2024-1257,2024-11-04,East,Office Supplies,Paper,Home Office,250.21,7,0.05,52.15
CA-2024-1251,2024-11-04,West,Office Supplies,Binders,Consumer,886.23,6,0.0,253.01
CA-2024-1122,2024-11-04,West,Office Supplies,Appliances,Home Office,266.29,5,0.0,58.04
CA-2024-1123,2024-11-04,East,Technology,Accessories,Home Office,1275.05,7,0.0,381.52
CA-2024-1384,2024-11-05,South,Technology,Phones,Corporate,1592.44,10,0.1,63.24
CA-2024-1426,2024-11-06,East,Office Supplies,Paper,Home Office,1252.16,9,0.0,337.22
CA-2024-1365,2024-11-08,Central,Technology,Phones,Corporate,772.86,2,0.15,41.55
CA-2024-1348,2024-11-09,West,Office Supplies,Binders,Home Office,279.65,6,0.1,14.44
CA-2024-1272,2024-11-11,South,Office Supplies,Binders,Home Office,194.38,6,0.2,-0.79
CA-2024-1392,2024-11-11,Central,Furniture,Tables,Home Office,549.43,1,0.05,83.8
CA-2024-1331,2024-11-14,East,Furniture,Chairs,Home Office,1008.18,2,0.0,303.76
CA-2024-1399,2024-11-15,West,Office Supplies,Art,Consumer,790.05,6,0.05,109.63
CA-2024-1368,2024-11-16,West,Technology,Phones,Home Office,6108.81,8,0.0,1800.36
CA-2024-1196,2024-11-16,East,Office Supplies,Paper,Consumer,610.76,9,0.0,179.24
CA-2024-1143,2024-11-17,West,Office Supplies,Appliances,Home Office,221.99,7,0.1,16.17
CA-2024-1380,2024-11-18,East,Office Supplies,Storage,Home Office,329.67,8,0.0,79.41
CA-2024-1294,2024-11-20,West,Technology,Machines,Home Office,240.69,1,0.0,55.4
CA-2024-1192,2024-11-28,Central,Furniture,Bookcases,Home Office,2604.01,5,0.1,233.58
CA-2024-1093,2024-12-01,East,Office Supplies,Binders,Home Office,118.91,5,0.0,32.91
CA-2024-1403,2024-12-03,West,Technology,Copiers,Home Office,1231.93,3,0.0,198.16
CA-2024-1319,2024-12-06,Central,Technology,Copiers,Home Office,1039.75,5,0.0,275.08
CA-2024-1364,2024-12-07,West,Technology,Phones,Consumer,759.82,2,0.05,175.04
CA-2024-1478,2024-12-08,West,Technology,Phones,Home Office,3463.06,8,0.15,5.33
CA-2024-1386,2024-12-10,South,Furniture,Furnishings,Home Office,1085.72,4,0.0,337.61
CA-2024-1048,2024-12-13,East,Technology,Copiers,Consumer,993.14,9,0.05,180.05
CA-2024-1430,2024-12-14,Central,Furniture,Furnishings,Home Office,2272.59,10,0.0,754.54
CA-2024-1481,2024-12-14,Central,Office Supplies,Art,Home Office,442.52,8,0.0,107.83
CA-2024-1043,2024-12-14,Central,Furniture,Furnishings,Corporate,1396.0,5,0.1,230.99
CA-2024-1465,2024-12-15,South,Furniture,Bookcases,Consumer,2954.45,9,0.0,961.55
CA-2024-1450,2024-12-16,South,Furniture,Tables,Consumer,890.99,9,0.05,147.8
CA-2024-1314,2024-12-18,West,Office Supplies,Storage,Home Office,196.3,6,0.1,44.68
CA-2024-1206,2024-12-19,Central,Office Supplies,Appliances,Corporate,1073.75,9,0.05,260.25
CA-2024-1037,2024-12-19,Central,Office Supplies,Paper,Consumer,78.17,2,0.05,19.8
CA-2024-1440,2024-12-21,West,Furniture,Tables,Home Office,926.14,2,0.0,246.9
CA-2024-1317,2024-12-22,West,Office Supplies,Storage,Corporate,183.35,7,0.1,11.28
CA-2024-1193,2024-12-22,East,Furniture,Bookcases,Home Office,3041.95,8,0.0,895.35
CA-2024-1260,2024-12-23,East,Furniture,Furnishings,Home Office,1962.25,5,0.1,152.5
CA-2024-1318,2024-12-25,Central,Furniture,Furnishings,Consumer,3112.44,9,0.15,320.91
CA-2024-1139,2024-12-25,West,Office Supplies,Paper,Consumer,463.19,8,0.05,126.72
CA-2024-1397,2024-12-25,Central,Office Supplies,Appliances,Consumer,105.54,6,0.1,13.83
CA-2024-1041,2024-12-26,Central,Office Supplies,Paper,Consumer,743.12,7,0.0,251.21
CA-2024-1142,2024-12-26,East,Furniture,Furnishings,Home Office,843.49,2,0.0,148.08
CA-2024-1363,2024-12-29,West,Office Supplies,Paper,Corporate,80.62,1,0.05,8.04
CA-2024-1115,2024-12-30,West,Furniture,Furnishings,Corporate,2088.45,8,0.0,365.98
